8000	0.1773
8001	0.1786
8002	0.1800
8003	0.1813
8004	0.1828
8005	0.1842
8006	0.1856
8007	0.1871
8008	0.1886
8009	0.1901
8010	0.1916
8011	0.1931
8012	0.1946
8013	0.1961
8014	0.1977
8015	0.1992
8016	0.2008
8017	0.2023
8018	0.2038
8019	0.2054
8020	0.2069
8021	0.2085
8022	0.2100
8023	0.2115
8024	0.2130
8025	0.2145
8026	0.2160
8027	0.2175
8028	0.2189
8029	0.2204
8030	0.2219
8031	0.2233
8032	0.2247
8033	0.2262
8034	0.2276
8035	0.2291
8036	0.2305
8037	0.2320
8038	0.2334
8039	0.2349
8040	0.2364
8041	0.2379
8042	0.2394
8043	0.2409
8044	0.2425
8045	0.2441
8046	0.2457
8047	0.2474
8048	0.2491
8049	0.2508
8050	0.2526
8051	0.2544
8052	0.2562
8053	0.2581
8054	0.2600
8055	0.2620
8056	0.2640
8057	0.2660
8058	0.2680
8059	0.2701
8060	0.2722
8061	0.2743
8062	0.2764
8063	0.2786
8064	0.2807
8065	0.2829
8066	0.2850
8067	0.2872
8068	0.2893
8069	0.2914
8070	0.2936
8071	0.2957
8072	0.2978
8073	0.2999
8074	0.3020
8075	0.3041
8076	0.3062
8077	0.3083
8078	0.3104
8079	0.3125
8080	0.3146
8081	0.3167
8082	0.3188
8083	0.3209
8084	0.3231
8085	0.3252
8086	0.3273
8087	0.3295
8088	0.3316
8089	0.3338
8090	0.3360
8091	0.3381
8092	0.3403
8093	0.3425
8094	0.3447
8095	0.3469
8096	0.3490
8097	0.3512
8098	0.3534
8099	0.3555
8100	0.3577
8101	0.3598
8102	0.3619
8103	0.3641
8104	0.3662
8105	0.3683
8106	0.3705
8107	0.3726
8108	0.3748
8109	0.3770
8110	0.3791
8111	0.3813
8112	0.3835
8113	0.3857
8114	0.3879
8115	0.3901
8116	0.3923
8117	0.3945
8118	0.3966
8119	0.3988
8120	0.4009
8121	0.4030
8122	0.4051
8123	0.4072
8124	0.4092
8125	0.4111
8126	0.4130
8127	0.4148
8128	0.4165
8129	0.4182
8130	0.4197
8131	0.4212
8132	0.4225
8133	0.4238
8134	0.4249
8135	0.4260
8136	0.4269
8137	0.4277
8138	0.4285
8139	0.4291
8140	0.4296
8141	0.4300
8142	0.4304
8143	0.4306
8144	0.4308
8145	0.4309
8146	0.4309
8147	0.4309
8148	0.4308
8149	0.4306
8150	0.4304
8151	0.4301
8152	0.4298
8153	0.4295
8154	0.4291
8155	0.4288
8156	0.4284
8157	0.4279
8158	0.4275
8159	0.4270
8160	0.4266
8161	0.4261
8162	0.4257
8163	0.4252
8164	0.4248
8165	0.4243
8166	0.4239
8167	0.4235
8168	0.4231
8169	0.4227
8170	0.4223
8171	0.4219
8172	0.4215
8173	0.4211
8174	0.4207
8175	0.4204
8176	0.4200
8177	0.4196
8178	0.4192
8179	0.4188
8180	0.4184
8181	0.4180
8182	0.4175
8183	0.4170
8184	0.4166
8185	0.4161
8186	0.4156
8187	0.4151
8188	0.4145
8189	0.4140
8190	0.4135
8191	0.4130
8192	0.4125
8193	0.4120
8194	0.4116
8195	0.4111
8196	0.4108
8197	0.4104
8198	0.4102
8199	0.4099
8200	0.4098
8201	0.4097
8202	0.4097
8203	0.4098
8204	0.4100
8205	0.4102
8206	0.4106
8207	0.4110
8208	0.4116
8209	0.4122
8210	0.4130
8211	0.4138
8212	0.4148
8213	0.4158
8214	0.4169
8215	0.4181
8216	0.4194
8217	0.4207
8218	0.4222
8219	0.4237
8220	0.4253
8221	0.4269
8222	0.4286
8223	0.4303
8224	0.4321
8225	0.4340
8226	0.4358
8227	0.4377
8228	0.4396
8229	0.4415
8230	0.4435
8231	0.4454
8232	0.4474
8233	0.4494
8234	0.4514
8235	0.4534
8236	0.4553
8237	0.4573
8238	0.4593
8239	0.4612
8240	0.4632
8241	0.4651
8242	0.4670
8243	0.4688
8244	0.4706
8245	0.4723
8246	0.4740
8247	0.4757
8248	0.4773
8249	0.4788
8250	0.4803
8251	0.4818
8252	0.4832
8253	0.4845
8254	0.4858
8255	0.4870
8256	0.4881
8257	0.4891
8258	0.4901
8259	0.4910
8260	0.4919
8261	0.4926
8262	0.4932
8263	0.4938
8264	0.4942
8265	0.4945
8266	0.4947
8267	0.4948
8268	0.4947
8269	0.4946
8270	0.4943
8271	0.4938
8272	0.4933
8273	0.4926
8274	0.4917
8275	0.4908
8276	0.4897
8277	0.4885
8278	0.4871
8279	0.4857
8280	0.4841
8281	0.4824
8282	0.4806
8283	0.4787
8284	0.4767
8285	0.4746
8286	0.4724
8287	0.4702
8288	0.4678
8289	0.4654
8290	0.4629
8291	0.4604
8292	0.4578
8293	0.4551
8294	0.4523
8295	0.4496
8296	0.4467
8297	0.4439
8298	0.4410
8299	0.4381
8300	0.4351
8301	0.4322
8302	0.4292
8303	0.4262
8304	0.4233
8305	0.4203
8306	0.4174
8307	0.4144
8308	0.4115
8309	0.4086
8310	0.4057
8311	0.4028
8312	0.4000
8313	0.3972
8314	0.3944
8315	0.3916
8316	0.3888
8317	0.3861
8318	0.3834
8319	0.3807
8320	0.3780
8321	0.3753
8322	0.3726
8323	0.3700
8324	0.3674
8325	0.3648
8326	0.3622
8327	0.3597
8328	0.3572
8329	0.3547
8330	0.3522
8331	0.3498
8332	0.3474
8333	0.3451
8334	0.3428
8335	0.3406
8336	0.3384
8337	0.3362
8338	0.3342
8339	0.3322
8340	0.3302
8341	0.3283
8342	0.3265
8343	0.3248
8344	0.3231
8345	0.3214
8346	0.3198
8347	0.3183
8348	0.3168
8349	0.3153
8350	0.3139
8351	0.3124
8352	0.3110
8353	0.3096
8354	0.3081
8355	0.3067
8356	0.3052
8357	0.3037
8358	0.3022
8359	0.3007
8360	0.2992
8361	0.2977
8362	0.2961
8363	0.2946
8364	0.2931
8365	0.2916
8366	0.2901
8367	0.2886
8368	0.2872
8369	0.2858
8370	0.2844
8371	0.2831
8372	0.2819
8373	0.2807
8374	0.2796
8375	0.2785
8376	0.2775
8377	0.2766
8378	0.2758
8379	0.2751
8380	0.2744
8381	0.2738
8382	0.2733
8383	0.2729
8384	0.2725
8385	0.2723
8386	0.2721
8387	0.2720
8388	0.2720
8389	0.2720
8390	0.2722
8391	0.2724
8392	0.2727
8393	0.2730
8394	0.2735
8395	0.2741
8396	0.2747
8397	0.2754
8398	0.2762
